Confidence	TP_FP
0.9999895	TP
0.9996207	TP
0.9986278	TP
0.9991103	TP
0.99315274	TP
0.9841224	TP
0.9968933	TP
0.99993753	TP
0.99933535	TP
0.9866326	TP
0.99991214	TP
0.9991339	TP
0.9981927	TP
0.99889874	TP
0.9773058	TP
0.9999765	TP
0.99968016	TP
0.99917334	TP
0.91154116	TP
0.9760056	TP
0.9956274	TP
0.99372065	TP
0.99645185	TP
0.9982468	TP
0.99588037	TP
0.9974527	TP
0.80542564	TP
0.9993129	TP
0.9991222	TP
0.9988165	FP
0.84866786	FP
0.99999475	TP
0.9999596	TP
0.9938385	TP
0.9995547	TP
0.99999046	TP
0.99836	TP
0.9997441	TP
0.8898075	TP
0.9902171	TP
0.9635578	TP
0.7251473	FP
0.7898402	FP
0.99907374	TP
0.9999726	TP
0.9994685	TP
0.7268622	FP
0.9992742	TP
0.99989307	TP
0.99974734	TP
0.99999964	TP
0.9999498	TP
0.9985868	TP
0.9999074	TP
0.99999845	TP
0.99569356	TP
0.961736	TP
0.91543454	TP
0.99917465	TP
0.92573357	TP
0.99971837	TP
0.98303795	TP
0.9999908	TP
0.9984524	TP
0.98687994	TP
0.99996364	TP
0.9973718	TP
0.9959514	TP
0.999196	TP
0.9684266	TP
0.9983512	TP
0.9995421	TP
0.9973756	TP
0.9995435	TP
0.9955525	TP
0.9097521	TP
0.9859433	TP
0.9889682	TP
0.99998724	TP
0.9995135	TP
0.9997073	TP
0.99758315	TP
0.99995255	TP
0.9996082	TP
0.99959654	TP
0.99578273	TP
0.99313724	TP
0.9183778	TP
0.9999802	TP
0.9996586	TP
0.9818672	TP
0.99761474	TP
0.9982135	TP
0.99022233	TP
0.9998468	TP
0.7666239	TP
0.9995821	TP
0.9973609	TP
0.91463953	TP
0.9993568	TP
0.9996389	TP
0.99997306	TP
0.9936533	TP
0.99982774	TP
0.98406166	TP
0.9916243	TP
0.98877454	TP
0.9927862	TP
0.99802786	TP
0.9999976	TP
0.8846546	TP
0.8951234	FP
0.99529207	TP
0.97262496	TP
0.98671186	TP
0.9999379	TP
0.9997856	TP
0.9999647	TP
0.96617484	TP
0.9985007	TP
0.99999714	TP
0.93294024	TP
0.99790394	TP
0.9921876	TP
0.9997249	TP
0.9999925	TP
0.99999166	TP
0.9999802	TP
0.99999356	TP
0.9776934	TP
0.9748701	TP
0.99839944	TP
0.9877608	TP
0.999982	TP
0.9546498	TP
0.99999845	TP
0.9999746	TP
0.99992144	TP
0.99993944	TP
0.9999932	TP
0.9999522	TP
0.9991968	TP
0.9960304	TP
0.99973077	TP
0.7053257	FP
0.9998795	TP
0.998197	TP
0.999366	TP
0.99974495	TP
0.94532716	TP
0.9944488	TP
0.9991264	TP
0.99847907	TP
0.99924004	TP
0.9310845	TP
0.9999232	TP
0.85833716	FP
0.82909113	TP
0.99987745	TP
0.99943286	TP
0.999884	TP
0.99993336	TP
0.99997497	TP
0.99996316	TP
0.99996233	TP
0.99627894	TP
0.9994591	TP
0.99995875	TP
0.99973613	TP
0.99951065	TP
0.99982774	TP
0.95420945	TP
0.9996549	TP
0.9976829	TP
0.8682358	TP
0.9994935	TP
0.99472225	TP
0.9880299	TP
0.9873891	TP
0.97969776	TP
0.8721325	TP
0.9999938	TP
0.9953686	TP
0.99982077	TP
0.9881811	TP
0.72448546	FP
0.9991091	TP
0.9999691	TP
0.9959518	TP
0.9899602	TP
0.9916107	TP
0.79265547	TP
0.7596243	FP
0.9738845	TP
0.9995023	TP
0.9998292	TP
0.9999844	TP
0.99914587	TP
0.9996136	TP
0.99999106	TP
0.9963319	TP
0.9999646	TP
0.9999372	TP
0.9998921	TP
0.9997694	TP
0.9999026	TP
0.99990916	TP
0.99999976	TP
0.9999596	TP
0.9999981	TP
0.9999248	TP
0.9679326	FP
0.9992418	TP
0.999265	TP
0.9982572	TP
0.9999938	TP
0.99993813	TP
0.99999416	TP
0.9385624	TP
0.7693821	FP
0.9999924	TP
0.999992	TP
0.99761766	TP
0.9992149	TP
0.9999989	FP
0.99826616	TP
0.9996505	TP
0.9992962	TP
0.97913134	TP
0.9897148	TP
0.97402704	TP
0.99988365	TP
0.9999883	TP
0.9998754	TP
0.9998776	TP
0.9991768	TP
0.999899	TP
0.99972504	TP
0.9999914	TP
0.99998844	TP
0.9996562	TP
0.9999988	TP
0.9992884	TP
0.9987558	TP
0.99934083	TP
0.9997694	TP
0.99965775	TP
0.99982077	TP
0.99996126	TP
0.9999974	TP
0.9963452	TP
0.9996183	TP
0.99977237	TP
0.9997893	TP
0.9998386	TP
0.92189294	FP
0.82020634	FP
0.75107557	FP
0.99995744	TP
0.9976794	TP
0.9982657	TP
0.9949587	TP
0.9031996	FP
0.97714144	TP
0.9999373	TP
0.99993765	TP
0.99999094	TP
0.9966798	TP
0.9999126	TP
0.99999905	TP
0.73428	FP
0.9963625	TP
0.99458575	TP
0.8532738	TP
0.98704684	TP
0.9999919	TP
0.99988437	TP
0.99999523	TP
0.9026636	TP
0.99996483	TP
0.9971826	TP
0.97562236	TP
0.9187543	TP
0.9999727	TP
0.84375155	FP
0.99994516	TP
0.99999225	TP
0.9999516	TP
0.99999	TP
0.99999404	TP
0.9999691	TP
0.9999609	TP
0.9985038	TP
0.99999344	TP
0.9995764	TP
0.99999607	TP
0.999803	TP
0.9999864	TP
0.99975985	TP
0.9988871	TP
0.997018	TP
0.99970573	TP
0.9978859	TP
0.9999534	TP
0.99607617	TP
0.9968725	TP
0.9544542	TP
0.9999963	TP
0.9943968	TP
0.99903345	TP
0.99930644	TP
0.9964	TP
0.9966845	TP
0.99116254	TP
0.9908895	TP
0.9847414	TP
0.999731	TP
0.93051887	TP
0.9842843	TP
0.9576167	TP
0.98983264	TP
0.9992384	TP
0.9876495	TP
0.98610663	TP
0.9992804	TP
0.9347735	TP
0.99809533	TP
0.983723	TP
0.8205493	TP
0.9974726	TP
0.99842703	TP
0.9251858	TP
0.999933	TP
0.99993384	TP
0.999964	TP
0.9996325	TP
0.99998915	TP
0.9994765	TP
0.985151	FP
0.9993691	TP
0.99998426	TP
0.9993425	TP
0.999658	TP
0.9831282	TP
0.9883851	TP
0.9999567	TP
0.9255784	TP
0.8126645	FP
0.98028725	TP
0.99829704	TP
0.999275	TP
0.84714013	TP
0.8228578	TP
0.9919872	TP
0.9326022	TP
0.7176535	TP
0.7166374	FP
0.93565965	TP
0.7681004	FP
0.7060999	FP
0.7048176	FP
0.9999865	TP
0.99989784	TP
0.99999833	TP
0.9987809	TP
0.9059285	TP
0.9515822	TP
0.94226444	TP
0.86560816	FP
0.99924374	TP
0.9999368	TP
0.989359	FP
0.90606403	FP
0.99999976	TP
0.99991536	TP
0.99986744	TP
0.770897	FP
0.9999893	TP
0.99842995	TP
0.9955017	TP
0.92357385	TP
0.76376534	TP
0.9976209	TP
0.9998963	TP
0.7404606	FP
0.78392375	FP
0.97226715	TP
0.9998791	TP
0.93148184	TP
0.7496972	TP
0.7474349	TP
0.8687537	TP
0.9911761	TP
0.83056897	TP
0.9941346	TP
0.8180838	TP
0.99371415	TP
0.71166986	TP
0.9827963	TP
0.86724573	TP
0.96466786	TP
0.7942872	TP
0.992916	TP
0.76991165	TP
0.99995625	TP
0.9999889	TP
0.9998727	TP
0.9999461	TP
0.9160767	TP
0.9999939	TP
0.9997472	TP
0.99995923	TP
0.9991736	TP
0.86625856	TP
0.9962507	TP
0.9706863	TP
0.9756757	TP
0.9856464	TP
0.94762546	TP
0.9995441	TP
0.99999905	TP
0.9999975	TP
0.99996984	TP
0.99530184	TP
0.99913555	TP
0.99998426	TP
0.9999659	TP
0.99993837	TP
0.98682016	TP
0.95102	TP
0.99721295	TP
0.98542875	TP
0.9999994	TP
0.99973565	TP
0.9999727	TP
0.998901	TP
0.99965465	TP
0.99341005	TP
0.9998864	TP
0.9994228	TP
0.9996847	TP
0.99973005	TP
0.9524701	TP
0.9863544	TP
0.9996691	TP
0.9712593	TP
0.9396676	TP
0.9274223	TP
0.9983936	TP
0.9991756	TP
0.9999969	TP
0.99994326	TP
0.9999994	TP
0.99979144	TP
0.9995579	TP
0.9999776	TP
0.9999975	TP
0.9998523	TP
0.9999217	TP
0.9996101	TP
0.9997558	TP
0.9999962	TP
0.99995196	TP
0.99999964	TP
0.99725693	TP
0.9999281	TP
0.9999988	TP
0.9999733	TP
0.9999294	TP
0.9997423	TP
0.99717975	TP
0.9984694	TP
0.9985267	TP
0.9997123	TP
0.99858814	TP
0.99998415	TP
0.99969494	TP
0.99940014	TP
0.99764353	TP
0.99970454	TP
0.9970125	TP
0.99965525	TP
0.99988496	TP
0.9995726	TP
0.79906696	FP
0.99937576	TP
0.9094867	TP
0.99998105	TP
0.9998355	TP
0.99995065	TP
0.84529835	FP
0.9999945	TP
0.9975545	TP
0.98097414	TP
0.98551184	TP
0.826665	TP
0.9625072	FP
0.8353914	TP
0.97871464	TP
0.998589	TP
0.9946681	TP
0.9950251	TP
0.9945463	TP
0.9943619	TP
0.95390826	TP
0.9966884	TP
0.9954417	TP
0.9944851	TP
0.99974245	TP
0.9820388	TP
0.97543937	TP
0.9973264	TP
0.9973488	TP
0.9908869	TP
0.9941684	TP
0.9969553	TP
0.98688835	TP
0.97923917	TP
0.8264764	FP
0.713649	TP
0.99539834	TP
0.9814233	TP
0.9941626	TP
0.9999404	TP
0.998825	TP
0.99728763	TP
0.9997614	TP
0.99993217	TP
0.797221	FP
0.9998622	TP
0.9967579	TP
1.0	TP
0.98706776	TP
0.9620251	TP
0.99993896	TP
0.9999207	TP
0.99998224	TP
0.99999857	TP
0.9999865	TP
0.85855407	FP
0.9998617	TP
0.99642676	TP
0.99791473	TP
0.9542586	TP
0.94768196	TP
0.9729433	TP
0.91418767	TP
0.8789103	TP
0.99406034	TP
0.75376457	TP
0.9967554	TP
0.9464229	TP
0.99680066	TP
0.99620205	TP
0.96937156	TP
0.9297438	TP
0.9051021	TP
0.9682712	TP
0.87038237	TP
0.76738757	TP
0.96662414	TP
0.9904006	TP
0.97381955	TP
0.96365684	TP
0.83731395	FP
0.72032934	FP
0.9999367	TP
0.9986719	TP
0.9999968	TP
0.98431176	TP
0.99996245	TP
0.9999441	TP
0.99883205	TP
0.99693274	FP
0.9104331	TP
0.7726397	TP
0.9903846	TP
0.99680626	TP
0.82963085	FP
0.9999697	TP
0.99980944	TP
0.9994247	TP
0.9999567	TP
0.99998677	TP
0.99696016	TP
0.9999478	TP
0.70196414	FP
0.7012751	FP
0.99891317	TP
0.99982965	TP
0.998409	TP
0.9875537	FP
0.9993667	TP
0.9994437	TP
0.99951005	TP
0.9994462	TP
0.9967989	TP
0.99965894	TP
0.98139656	TP
0.99960834	TP
0.9999957	TP
0.99997485	TP
0.98972696	TP
0.99680746	TP
0.9999137	TP
0.993604	TP
0.99845207	TP
0.78191	TP
0.9998116	TP
0.9607301	TP
0.9844913	TP
0.99111944	TP
0.99532986	TP
0.9977069	TP
0.9624136	TP
0.7524669	FP
0.987943	TP
0.8722466	TP
0.9981488	TP
0.8254065	TP
0.9982798	TP
0.99530375	TP
0.99999654	TP
0.999966	TP
0.77083874	FP
0.89669615	FP
0.70910805	TP
0.992649	TP
0.99810225	TP
0.9343734	TP
0.96584433	TP
0.9954672	TP
0.9945821	TP
0.708027	TP
0.94521666	TP
0.77081734	TP
0.96362543	TP
0.98790747	TP
0.9999846	TP
0.9989077	TP
0.99999905	TP
0.9998173	TP
0.9999993	TP
0.9999659	TP
0.9999596	TP
0.99999094	TP
0.7695184	FP
0.70689434	FP
0.9992126	TP
0.9984415	TP
0.99826175	TP
0.98042566	TP
0.9999777	TP
0.9997688	TP
0.99994886	TP
0.99995244	TP
0.99982893	TP
0.9987544	TP
0.99993837	TP
0.9929276	TP
0.99642354	TP
0.9991474	TP
0.99750453	TP
0.9940965	TP
0.7245925	TP
0.9798794	TP
0.9602175	FP
0.8286184	FP
0.76362705	FP
0.80315256	FP
0.99882036	TP
0.84015137	TP
0.99997854	TP
0.9981205	TP
0.99998367	TP
0.99943155	TP
0.9999825	TP
0.99998045	TP
0.99824405	TP
0.99848926	TP
0.99929833	TP
0.99768	TP
0.994786	TP
0.999925	TP
0.9991091	TP
0.7963515	FP
0.75116134	TP
0.99912804	TP
0.99897265	TP
0.9970702	TP
0.9987734	TP
0.9273781	FP
0.8037638	FP
0.9978568	TP
0.9998635	TP
0.7344748	TP
0.87221426	TP
0.9988439	TP
0.98628056	TP
0.9996177	TP
0.9999944	TP
0.99977976	TP
0.7372704	FP
0.99974805	TP
0.9998449	TP
0.9995408	TP
0.99999416	TP
0.9998116	TP
0.9993672	TP
0.9988556	TP
0.9998728	TP
0.99744487	TP
0.998075	TP
0.9996822	TP
0.99964976	TP
0.99988925	TP
0.9999882	TP
0.9880825	TP
0.99928457	TP
0.7163377	FP
0.998423	TP
0.9867278	TP
0.99991846	TP
0.70306456	FP
0.97995067	TP
0.9999429	TP
0.9844838	TP
0.9849881	TP
0.99999475	TP
0.9969716	TP
0.983133	FP
0.99906796	TP
0.9999982	TP
0.999915	TP
0.99999857	TP
0.96854085	TP
0.99999964	TP
0.7512113	FP
0.92237127	TP
0.9742028	TP
0.9998267	TP
0.99999726	TP
0.9982133	TP
0.999503	TP
0.9999684	TP
0.99534297	TP
0.99991405	TP
0.9971311	TP
0.84440184	FP
0.9811118	TP
0.7043122	TP
0.9728981	TP
0.9999571	TP
0.9963075	TP
0.7774072	FP
0.99662495	FP
0.99887556	TP
0.957193	TP
0.8040889	FP
0.99988294	TP
0.9999187	TP
0.9999963	TP
0.99993384	TP
0.99999344	TP
0.9993567	TP
0.99999917	TP
0.9999652	TP
0.9996112	TP
0.9999963	TP
0.99973565	TP
0.99996936	TP
0.9998016	TP
0.99961925	TP
0.9981673	TP
0.9995586	TP
0.99997544	TP
0.9928179	TP
0.99968076	TP
0.991226	TP
0.95069367	TP
0.9897119	TP
0.99996316	TP
0.99977964	TP
0.99104476	TP
0.7723141	FP
0.998147	TP
0.98567235	TP
0.9999522	TP
0.8178692	FP
0.9310869	TP
0.74848497	FP
0.8030535	TP
0.7436618	TP
0.8209509	FP
0.98490673	TP
0.70831937	FP
0.9998857	TP
0.96898985	TP
0.9999777	TP
0.9960473	TP
0.9358437	TP
0.9949713	TP
0.96404207	TP
0.91148806	TP
0.99985766	TP
0.98848885	TP
0.981921	TP
0.94680166	TP
0.9257582	TP
0.9275939	TP
0.99322754	TP
0.9918767	TP
0.95621985	TP
0.91466784	TP
0.99584794	TP
0.86133605	TP
0.77050287	FP
0.9611551	TP
0.99881196	TP
0.9979752	TP
0.9993973	TP
0.9999739	TP
0.9996526	TP
0.99797875	TP
0.99999464	TP
0.9999714	TP
0.99995995	TP
0.9999982	TP
0.99993765	TP
0.99937755	TP
0.99997485	TP
0.9999169	TP
0.99999475	TP
0.9994516	TP
0.9999261	TP
0.99997294	TP
0.9997043	TP
0.99676883	TP
0.99908864	TP
0.9993974	TP
0.9999474	TP
0.9993766	TP
0.9988788	TP
0.9999788	TP
0.9999949	TP
0.9993807	TP
0.9984712	TP
0.9997757	TP
0.9931384	TP
0.9980957	TP
0.9996112	TP
0.9998524	TP
0.9553591	TP
0.9996375	FP
0.97429115	FP
0.9999162	TP
0.9997913	TP
0.999851	TP
0.99928194	TP
0.9842754	TP
0.9995814	TP
0.9998043	TP
0.9999361	TP
0.9995962	TP
0.87939465	FP
0.9251082	TP
0.99986887	TP
0.96065056	TP
0.9999187	TP
0.71690774	TP
0.9998864	TP
0.80390763	FP
0.99999976	TP
0.99989104	TP
0.99999976	TP
0.98744607	TP
0.8852894	TP
0.99971753	TP
0.9987452	TP
0.9987839	TP
0.7717854	TP
0.93212813	TP
0.99998105	TP
0.99939334	TP
0.9997632	TP
0.9509248	FP
0.99990535	TP
0.99998975	TP
0.99995375	TP
0.99931824	TP
0.99924445	TP
0.9999293	TP
0.99998903	TP
0.99451524	TP
0.99994147	TP
0.9998405	TP
0.99883777	TP
0.99999666	TP
0.8998202	FP
0.73830336	FP
0.9999989	TP
0.99999905	TP
0.99992955	TP
0.996046	TP
0.998495	TP
0.7103273	TP
0.93916386	TP
0.90246606	TP
0.9998915	TP
0.9987196	TP
0.9989322	TP
0.76680356	TP
0.9964528	TP
0.99182445	TP
0.9994671	TP
0.9998795	TP
0.9990489	TP
0.999967	TP
0.99998975	TP
0.99999654	TP
0.9990332	TP
0.999305	TP
0.7109517	TP
0.99969935	TP
0.999782	TP
0.999041	TP
0.99925715	TP
0.9999863	TP
0.9998796	TP
0.987856	TP
0.9938001	TP
0.9974369	TP
0.97302127	TP
0.9991352	TP
0.99835455	TP
0.9301331	TP
0.99999154	TP
0.99987745	TP
0.9988022	TP
0.9996395	TP
0.9999026	TP
0.9720053	TP
0.76997423	FP
0.96050006	FP
0.76013416	FP
0.9998857	TP
0.97852284	FP
0.9999174	TP
0.9761326	TP
0.9999603	TP
0.99998915	TP
0.9999285	TP
0.99990046	TP
0.9993012	TP
0.9998789	TP
0.9999789	TP
0.9997626	TP
0.99998474	TP
0.9999819	TP
0.9968533	TP
0.9999089	TP
0.999984	TP
0.9999058	TP
0.9993319	TP
0.9997603	TP
0.99997234	TP
0.9521525	TP
0.9999535	TP
0.99996066	TP
0.9999808	TP
0.9998542	TP
0.75748366	TP
0.96663374	TP
0.97314894	TP
0.8207071	FP
0.9999596	TP
0.9917961	TP
0.97087514	TP
0.8053123	FP
0.99997246	TP
0.99996424	TP
0.9999989	TP
0.9999465	TP
0.9999342	TP
0.9999988	TP
0.99999547	TP
0.99999917	TP
0.99616575	TP
0.990053	TP
0.9997832	TP
0.9999676	TP
0.722015	FP
0.9930281	FP
0.9999751	TP
0.99848384	TP
0.9933755	TP
0.99989307	TP
0.9770135	TP
0.9999939	TP
0.99993956	TP
0.9999528	TP
0.99992037	TP
0.99891317	TP
0.99998903	TP
0.9999653	TP
0.9999962	TP
0.9999995	TP
0.9990453	TP
0.9999975	TP
0.9998374	TP
0.99990404	TP
0.9997451	TP
0.99531794	TP
0.9999397	TP
0.85204655	TP
0.9996828	TP
0.99983275	TP
0.7285201	TP
0.9996798	TP
0.81875706	TP
0.98292726	FP
0.9998379	TP
0.99999106	TP
0.9692328	TP
0.9998945	TP
0.9924232	TP
0.9344894	TP
0.7203487	TP
0.98391336	TP
0.92349565	TP
0.99262965	TP
0.9984629	TP
0.94552755	TP
0.97322637	TP
0.9969056	TP
0.8082965	TP
0.98347163	TP
0.95442444	TP
0.9743317	TP
0.9991929	TP
0.9995202	TP
0.9992613	TP
0.99989057	TP
0.99989915	TP
0.9999931	TP
0.99950135	TP
0.9998859	TP
0.99998903	TP
0.9998301	TP
0.99999607	TP
0.9999933	TP
0.99832565	TP
0.99741423	TP
0.97451925	TP
0.9999865	TP
0.99761045	TP
0.9981177	TP
0.9997981	TP
0.9999552	TP
0.989426	TP
0.9999676	TP
0.9999733	TP
0.99969256	TP
0.9999175	TP
0.9981457	TP
0.99948895	TP
0.99999475	TP
0.99991643	TP
0.9562672	TP
0.84179777	TP
0.74405056	FP
0.8717336	FP
0.70219773	TP
0.75232553	TP
0.81713563	TP
0.7685831	TP
0.9509776	TP
0.99823785	TP
0.92029685	TP
0.9010068	TP
0.956938	TP
0.8670502	TP
0.84438044	TP
0.91233814	TP
0.7340007	TP
0.744075	TP
0.82947195	TP
0.8874845	TP
0.80638325	TP
0.8455244	TP
0.95667297	TP
0.9808528	TP
0.79443187	TP
0.7741325	FP
0.8760564	FP
0.9999999	TP
1.0	TP
0.99993134	TP
0.9999713	TP
0.94528675	TP
0.81913114	TP
0.9020645	TP
0.7171265	TP
0.99805886	TP
0.8500936	TP
0.996431	TP
0.89071095	FP
0.9899739	TP
0.9431504	TP
0.9778196	TP
0.9407221	TP
0.988165	TP
0.98934305	TP
0.96073204	TP
0.98202354	TP
0.99924755	TP
0.9996025	TP
0.83183956	FP
0.9999951	TP
0.92953336	TP
0.999866	TP
0.9998647	TP
0.99996674	TP
0.90045035	TP
0.99992704	TP
0.9998691	TP
0.9849266	TP
0.99999046	TP
0.80978703	TP
0.9900253	TP
0.99985564	TP
0.9967236	TP
0.99513066	TP
0.9999988	TP
0.99998486	TP
0.993246	TP
0.9999995	TP
0.99966145	TP
0.98282653	TP
0.9997774	TP
0.999995	TP
0.99953926	TP
0.9990177	TP
0.99965155	TP
0.9999715	TP
0.9998702	TP
0.99747074	TP
0.9412093	TP
0.99987364	TP
0.99984705	TP
0.9871272	TP
0.95270926	TP
0.9887595	TP
0.95024574	TP
0.97265077	TP
0.8139594	TP
0.9992167	TP
0.98578924	TP
0.8089164	TP
0.9755888	TP
0.9996667	TP
0.9983113	TP
0.9047052	TP
0.9880988	TP
0.98525476	TP
0.84578633	TP
0.9863788	TP
0.9602585	TP
0.93075806	TP
0.7670035	TP
0.7702212	TP
0.87647176	TP
0.95056546	TP
0.9742541	TP
0.78858083	TP
0.8614592	TP
0.9935952	TP
0.7888638	TP
0.9878962	TP
0.7555459	TP
0.9887217	TP
0.8075656	TP
0.8630983	TP
0.99925	TP
0.99963	TP
0.99986756	TP
0.9998	TP
0.9999578	TP
0.9999845	TP
0.99985373	TP
0.99974555	TP
0.99423134	TP
0.99605656	TP
0.99919516	TP
0.93278754	TP
0.9999999	TP
0.99999535	TP
0.9999976	TP
0.9998605	TP
0.9999995	TP
0.99997246	TP
0.99995327	TP
0.9005213	TP
0.9246529	TP
0.992176	TP
0.9843507	TP
0.7121345	FP
0.71255064	FP
0.9999232	TP
0.9987889	TP
0.9993326	TP
0.97017115	TP
0.99809533	TP
0.9691316	TP
0.99668	TP
0.9994017	TP
0.99628407	TP
0.9241864	TP
0.9986822	TP
0.9983296	TP
0.99898523	TP
0.82914406	TP
0.9988607	TP
0.9947278	TP
0.8792785	TP
0.98471653	TP
0.73291504	TP
0.99101263	TP
0.97890055	TP
0.9872323	TP
0.9875946	TP
0.78569084	FP
0.9182827	TP
0.99914455	TP
0.90321	FP
0.7405036	FP
0.75919133	TP
0.97881293	TP
0.9651177	TP
0.9983298	TP
0.73892933	FP
0.94754505	TP
0.72317034	TP
0.9997392	TP
0.99969125	TP
0.9981939	TP
0.99817085	TP
0.7326446	TP
0.97425663	FP
0.99902046	TP
0.99395967	TP
0.9866419	TP
0.9891502	TP
0.81287277	TP
0.99737	TP
0.9976763	TP
0.70954394	TP
0.9422182	TP
0.9904551	TP
0.99619824	TP
0.8472873	TP
0.94997275	TP
0.99790597	TP
0.9986488	TP
0.999326	TP
0.9915202	TP
0.99499077	TP
0.97031397	TP
0.99775946	TP
0.986845	TP
0.99916434	TP
0.99794596	TP
0.91718453	TP
0.992258	TP
0.984519	TP
0.9967828	TP
0.9056796	FP
0.99697	TP
0.98196614	TP
0.9455687	TP
0.83295405	TP
0.8979094	TP
0.8139931	TP
