Timestamp	Speed	Precision	Recall	F1_Score	Ious	Positives	False_Positives	Negatives	Num_Of_Faces	Predicted	Ground_Truth
2022-06-18T15:29:41.803835	340483900	0.0	0.0	0.0	[]	0	0	0	1	[]	[(681.0, 221.0, 718.0, 262.0)]
2022-06-18T15:29:42.101335	293821800	1.0	1.0	1.0	[0.7260084145852812]	1	0	0	1	[(340.0, 142.0, 563.0, 365.0)]	[(368.0, 103.0, 572.0, 366.0)]
2022-06-18T15:29:42.890334	784023100	1.0	1.0	1.0	[0.5306497357225731]	1	0	0	1	[(290.0, 350.0, 557.0, 617.0)]	[(372.0, 282.0, 582.0, 621.0)]
2022-06-18T15:29:43.337334	439249700	1.0	0.6666666666666666	0.8	[0.742350332594235, 0.6551249262246704]	2	0	1	3	[(345.0, 180.0, 531.0, 366.0), (737.0, 139.0, 923.0, 325.0)]	[(140.0, 176.0, 290.0, 394.0), (366.0, 150.0, 528.0, 373.0), (762.0, 98.0, 910.0, 319.0)]
2022-06-18T15:29:43.866834	524980000	1.0	1.0	1.0	[0.6353522736895588]	1	0	0	1	[(76.0, 204.0, 461.0, 590.0)]	[(150.0, 148.0, 480.0, 634.0)]
2022-06-18T15:29:44.228334	348507500	1.0	1.0	1.0	[0.6859504132231405, 0.7246376811594203, 0.5924070656472449, 0.6812726104743551, 0.6938775510204082]	5	0	0	5	[(573.0, 146.0, 663.0, 236.0), (793.0, 179.0, 867.0, 254.0), (366.0, 128.0, 474.0, 235.0), (218.0, 150.0, 373.0, 305.0), (660.0, 130.0, 735.0, 204.0)]	[(206.0, 129.0, 348.0, 310.0), (358.0, 106.0, 450.0, 243.0), (566.0, 134.0, 656.0, 248.0), (654.0, 117.0, 728.0, 208.0), (800.0, 171.0, 860.0, 257.0)]
2022-06-18T15:29:45.023834	789526000	1.0	1.0	1.0	[0.612021643663739, 0.7019682982058875]	2	0	0	2	[(540.0, 153.0, 669.0, 282.0), (390.0, 184.0, 545.0, 339.0)]	[(392.0, 162.0, 522.0, 353.0), (548.0, 117.0, 681.0, 301.0)]
2022-06-18T15:29:45.924337	895547600	1.0	1.0	1.0	[0.5651073064866168]	1	0	0	1	[(325.0, 96.0, 454.0, 225.0)]	[(345.0, 71.0, 471.0, 248.0)]
2022-06-18T15:29:46.280834	352418700	0.0	0.0	0.0	[]	0	0	1	1	[]	[(686.0, 99.0, 740.0, 173.0)]
2022-06-18T15:29:46.652834	366175500	1.0	0.5	0.6666666666666666	[0.6441254250094447]	1	0	1	2	[(453.0, 101.0, 515.0, 163.0)]	[(448.0, 83.0, 508.0, 164.0), (714.0, 194.0, 776.0, 266.0)]
2022-06-18T15:29:47.445334	787838800	1.0	1.0	1.0	[0.6511901347863494]	1	0	0	1	[(468.0, 706.0, 735.0, 974.0)]	[(444.0, 612.0, 729.0, 967.0)]
2022-06-18T15:29:48.238834	789260300	0.0	0.0	0.0	[]	0	0	1	1	[]	[(484.0, 915.0, 578.0, 985.0)]
2022-06-18T15:29:48.600834	352049900	1.0	0.75	0.8571428571428571	[0.6411201179071481, 0.6848329048843188, 0.6046511627906976]	3	0	1	4	[(403.0, 171.0, 478.0, 246.0), (63.0, 130.0, 137.0, 204.0), (220.0, 130.0, 295.0, 204.0)]	[(64.0, 110.0, 136.0, 216.0), (234.0, 116.0, 286.0, 203.0), (408.0, 158.0, 466.0, 253.0), (678.0, 320.0, 808.0, 440.0)]
2022-06-18T15:29:49.391834	786212000	1.0	1.0	1.0	[0.6382758828795301]	1	0	0	1	[(48.0, 480.0, 603.0, 1035.0)]	[(144.0, 380.0, 670.0, 1033.0)]
2022-06-18T15:29:49.745337	313012700	1.0	0.6666666666666666	0.8	[0.6607142857142857, 0.6250986582478295, 0.5230234578627281, 0.6305583416917419]	4	0	2	22	[(98.0, 156.0, 141.0, 199.0), (304.0, 194.0, 347.0, 238.0), (914.0, 310.0, 957.0, 353.0), (498.0, 193.0, 550.0, 245.0)]	[(104.0, 150.0, 147.0, 200.0), (9.0, 210.0, 31.0, 262.0), (311.0, 188.0, 353.0, 241.0), (296.0, 161.0, 315.0, 193.0), (321.0, 121.0, 334.0, 150.0), (361.0, 132.0, 381.0, 158.0), (399.0, 152.0, 422.0, 178.0), (448.0, 145.0, 459.0, 168.0), (406.0, 205.0, 430.0, 246.0), (501.0, 186.0, 542.0, 239.0), (509.0, 128.0, 528.0, 153.0), (534.0, 174.0, 560.0, 209.0), (638.0, 143.0, 665.0, 172.0), (668.0, 127.0, 686.0, 154.0), (739.0, 129.0, 760.0, 159.0), (821.0, 166.0, 844.0, 199.0), (923.0, 180.0, 940.0, 210.0), (915.0, 294.0, 970.0, 356.0), (646.0, 209.0, 678.0, 279.0), (491.0, 308.0, 564.0, 423.0), (773.0, 187.0, 807.0, 232.0), (705.0, 200.0, 740.0, 254.0)]
2022-06-18T15:29:50.273834	524604200	0.0	0.0	0.0	[]	0	0	1	1	[]	[(474.0, 576.0, 608.0, 680.0)]
2022-06-18T15:29:50.680334	392565800	0.0	0.0	0.0	[]	0	0	0	8	[]	[(814.0, 734.0, 850.0, 768.0), (683.0, 741.0, 693.0, 753.0), (782.0, 717.0, 790.0, 728.0), (657.0, 716.0, 664.0, 726.0), (701.0, 720.0, 713.0, 735.0), (906.0, 723.0, 913.0, 735.0), (948.0, 720.0, 959.0, 735.0), (933.0, 716.0, 941.0, 726.0)]
2022-06-18T15:29:51.083836	391873700	1.0	1.0	1.0	[0.5693379790940767]	1	0	0	6	[(631.0, 127.0, 674.0, 170.0)]	[(202.0, 205.0, 221.0, 235.0), (226.0, 307.0, 246.0, 331.0), (309.0, 268.0, 332.0, 298.0), (367.0, 226.0, 397.0, 274.0), (636.0, 117.0, 681.0, 176.0), (971.0, 243.0, 995.0, 280.0)]
2022-06-18T15:29:51.423834	335789700	0.0	0.0	0.0	[]	0	0	1	1	[]	[(102.0, 160.0, 194.0, 218.0)]
2022-06-18T15:29:52.125834	698083600	0.0	0.0	0.0	[]	0	0	1	1	[]	[(419.0, 186.0, 510.0, 307.0)]
2022-06-18T15:29:52.481834	350586500	1.0	0.5	0.6666666666666666	[0.5211336428047887]	1	0	1	2	[(211.0, 163.0, 318.0, 271.0)]	[(196.0, 137.0, 290.0, 279.0), (616.0, 37.0, 696.0, 213.0)]
2022-06-18T15:29:52.834834	347578800	0.0	0.0	0.0	[]	0	0	2	2	[]	[(448.0, 91.0, 588.0, 298.0), (540.0, 115.0, 682.0, 309.0)]
2022-06-18T15:29:53.211834	373713100	0.0	0.0	0.0	[]	0	0	1	1	[]	[(468.0, 250.0, 590.0, 337.0)]
2022-06-18T15:29:53.613834	398045900	0.0	0.0	0.0	[]	0	0	1	1	[]	[(596.0, 252.0, 650.0, 360.0)]
2022-06-18T15:29:54.036335	324090600	0.0	0.0	0.0	[]	0	0	1	68	[]	[(664.0, 115.0, 702.0, 158.0), (822.0, 119.0, 857.0, 155.0), (854.0, 130.0, 874.0, 156.0), (155.0, 96.0, 184.0, 139.0), (268.0, 113.0, 293.0, 150.0), (335.0, 89.0, 364.0, 127.0), (479.0, 141.0, 521.0, 195.0), (414.0, 115.0, 438.0, 148.0), (0.0, 130.0, 12.0, 160.0), (935.0, 116.0, 942.0, 123.0), (989.0, 156.0, 997.0, 166.0), (923.0, 160.0, 930.0, 168.0), (903.0, 114.0, 910.0, 120.0), (968.0, 117.0, 980.0, 128.0), (951.0, 74.0, 957.0, 83.0), (985.0, 80.0, 992.0, 88.0), (975.0, 93.0, 982.0, 99.0), (876.0, 104.0, 882.0, 113.0), (877.0, 71.0, 883.0, 79.0), (917.0, 70.0, 924.0, 80.0), (961.0, 137.0, 967.0, 143.0), (992.0, 137.0, 997.0, 142.0), (896.0, 137.0, 902.0, 145.0), (757.0, 134.0, 762.0, 142.0), (722.0, 130.0, 728.0, 139.0), (736.0, 109.0, 740.0, 117.0), (774.0, 110.0, 782.0, 119.0), (744.0, 68.0, 752.0, 79.0), (737.0, 84.0, 745.0, 94.0), (780.0, 88.0, 785.0, 97.0), (784.0, 65.0, 792.0, 75.0), (702.0, 91.0, 709.0, 99.0), (710.0, 70.0, 717.0, 77.0), (717.0, 11.0, 724.0, 19.0), (749.0, 13.0, 756.0, 21.0), (787.0, 13.0, 794.0, 21.0), (924.0, 35.0, 931.0, 43.0), (966.0, 38.0, 971.0, 44.0), (933.0, 19.0, 940.0, 26.0), (549.0, 27.0, 557.0, 35.0), (575.0, 55.0, 583.0, 66.0), (582.0, 2.0, 589.0, 8.0), (522.0, 5.0, 529.0, 13.0), (577.0, 29.0, 583.0, 37.0), (367.0, 26.0, 375.0, 35.0), (500.0, 13.0, 507.0, 21.0), (620.0, 8.0, 626.0, 16.0), (101.0, 46.0, 107.0, 52.0), (113.0, 57.0, 118.0, 63.0), (99.0, 80.0, 105.0, 86.0), (131.0, 75.0, 138.0, 83.0), (134.0, 46.0, 139.0, 53.0), (54.0, 94.0, 60.0, 102.0), (60.0, 70.0, 66.0, 79.0), (73.0, 97.0, 80.0, 106.0), (161.0, 72.0, 167.0, 82.0), (150.0, 57.0, 157.0, 64.0), (165.0, 34.0, 174.0, 44.0), (92.0, 21.0, 97.0, 26.0), (147.0, 16.0, 154.0, 23.0), (171.0, 11.0, 179.0, 21.0), (250.0, 17.0, 256.0, 26.0), (275.0, 5.0, 281.0, 13.0), (25.0, 19.0, 33.0, 27.0), (96.0, 2.0, 104.0, 8.0), (47.0, 2.0, 53.0, 10.0), (890.0, 34.0, 897.0, 42.0), (819.0, 17.0, 825.0, 24.0)]
2022-06-18T15:29:54.463835	422810000	0.0	0.0	0.0	[]	0	0	1	1	[]	[(584.0, 193.0, 654.0, 319.0)]
2022-06-18T15:29:55.286337	815568100	1.0	1.0	1.0	[0.6650246305418719, 0.6804435483870968]	2	0	0	2	[(211.0, 259.0, 318.0, 367.0), (633.0, 355.0, 723.0, 445.0)]	[(217.0, 244.0, 307.0, 386.0), (631.0, 327.0, 724.0, 455.0)]
2022-06-18T15:29:56.080834	789755800	1.0	1.0	1.0	[0.5766492005911594]	1	0	0	1	[(409.0, 290.0, 676.0, 558.0)]	[(432.0, 210.0, 654.0, 522.0)]
2022-06-18T15:29:56.500334	393010200	0.0	0.0	0.0	[]	0	0	0	13	[(497.0, 382.0, 533.0, 418.0), (501.0, 294.0, 537.0, 330.0), (393.0, 286.0, 429.0, 322.0), (897.0, 282.0, 933.0, 318.0), (349.0, 294.0, 385.0, 330.0)]	[(902.0, 280.0, 936.0, 319.0), (879.0, 325.0, 915.0, 367.0), (831.0, 310.0, 841.0, 325.0), (746.0, 288.0, 781.0, 334.0), (707.0, 294.0, 731.0, 319.0), (603.0, 294.0, 635.0, 333.0), (506.0, 294.0, 535.0, 327.0), (500.0, 375.0, 534.0, 414.0), (393.0, 283.0, 426.0, 325.0), (353.0, 292.0, 384.0, 336.0), (275.0, 306.0, 300.0, 334.0), (227.0, 316.0, 262.0, 357.0), (36.0, 295.0, 74.0, 339.0)]
